y_true,y_score
0,0.001115
0,0.954840
0,0.018152
0,0.002741
0,0.002242
0,0.086257
0,0.953314
0,0.008686
0,0.000015
0,0.000095
0,0.030822
1,0.969145
0,0.998863
0,0.486191
0,0.065378
0,0.666800
0,0.000184
0,0.000657
0,0.235627
0,0.000119
0,0.494005
0,0.187065
0,0.003879
0,0.020368
0,0.000259
0,0.002207
0,0.002353
0,0.226678
0,0.406651
0,0.075744
0,0.084234
0,0.000461
0,0.004752
0,0.000354
0,0.613661
0,0.000845
0,0.104324
0,0.000932
1,0.999915
0,0.050109
0,0.026875
0,0.129623
0,0.000010
0,0.136402
0,0.431647
0,0.052344
0,0.000009
0,0.012881
0,0.000539
0,0.005829
0,0.000112
0,0.196767
0,0.904740
0,0.000715
0,0.001883
0,0.084110
0,0.002891
0,0.287615
0,0.669100
0,0.000001
0,0.070354
0,0.001794
0,0.001080
0,0.000005
0,0.423443
0,0.007328
0,0.000062
0,0.042552
0,0.005177
0,0.000089
0,0.000327
0,0.116547
0,0.000279
0,0.000196
0,0.008516
0,0.138869
0,0.901957
0,0.025061
0,0.035589
0,0.000617
0,0.238655
0,0.007286
0,0.090190
0,0.001240
0,0.387106
0,0.053389
0,0.001790
0,0.984406
0,0.011039
0,0.000452
0,0.000369
0,0.422407
0,0.586898
0,0.000254
0,0.000011
0,0.000002
0,0.173962
0,0.001651
0,0.219310
0,0.016170
0,0.035368
0,0.091868
0,0.001658
0,0.994387
0,0.001563
0,0.242534
0,0.217107
0,0.000476
0,0.023921
0,0.002598
0,0.488782
0,0.005192
0,0.001399
0,0.043792
0,0.000085
0,0.009084
0,0.000010
0,0.077400
0,0.303715
1,0.999993
0,0.199303
0,0.009166
0,0.000024
0,0.002573
0,0.061701
0,0.002261
0,0.111569
0,0.000559
0,0.000060
0,0.000154
0,0.058077
0,0.043551
0,0.189270
0,0.001402
0,0.000528
0,0.000084
0,0.001298
0,0.002828
0,0.869757
0,0.005283
0,0.000057
0,0.000013
0,0.006867
0,0.000711
0,0.000545
0,0.002487
0,0.011474
0,0.000479
0,0.670304
0,0.119198
0,0.005395
0,0.185119
0,0.000139
0,0.049429
0,0.632142
0,0.000013
0,0.183260
0,0.530851
0,0.002285
0,0.001659
0,0.000002
0,0.000008
0,0.609913
0,0.613659
0,0.037477
0,0.000292
0,0.613118
0,0.000005
0,0.000094
0,0.000275
0,0.002928
0,0.000010
0,0.007342
0,0.027054
0,0.014274
0,0.007565
0,0.007305
0,0.001772
0,0.095078
0,0.019261
0,0.098779
0,0.202072
0,0.000239
0,0.000436
0,0.007737
0,0.000135
0,0.040753
0,0.001829
0,0.000405
0,0.528394
0,0.020018
0,0.286778
0,0.000047
0,0.948951
0,0.057423
0,0.000003
0,0.031479
0,0.002138
0,0.014689
0,0.000346
0,0.964536
0,0.000801
0,0.990776
0,0.905084
0,0.038526
0,0.000774
0,0.002638
0,0.007993
0,0.040196
0,0.032394
0,0.243962
0,0.209159
0,0.090393
0,0.011995
0,0.999327
0,0.010161
0,0.000007
0,0.389334
0,0.000002
0,0.001965
0,0.962148
0,0.104248
0,0.963040
0,0.001600
0,0.031288
0,0.001530
0,0.000897
0,0.372682
0,0.024924
0,0.000488
0,0.008567
0,0.899116
0,0.854784
0,0.121706
0,0.000402
0,0.000473
0,0.001018
0,0.000214
0,0.025234
0,0.001787
0,0.000520
0,0.002712
0,0.276982
0,0.033023
0,0.169547
0,0.111369
0,0.000059
0,0.001301
0,0.761990
0,0.399523
0,0.046878
0,0.104580
0,0.007032
0,0.199094
0,0.005971
0,0.426838
0,0.001087
0,0.628423
0,0.370762
0,0.001371
0,0.006653
0,0.000605
0,0.000449
0,0.000199
0,0.000018
0,0.054872
0,0.001214
0,0.001030
0,0.085390
0,0.977081
0,0.010665
0,0.657661
0,0.928089
0,0.002018
0,0.021197
0,0.000053
0,0.955936
0,0.016715
0,0.005189
0,0.000004
0,0.067891
0,0.366308
0,0.007557
0,0.130965
0,0.000002
0,0.112784
0,0.929867
0,0.091351
0,0.053515
0,0.069009
0,0.269370
0,0.052231
0,0.445485
0,0.399837
0,0.029941
0,0.006600
0,0.820669
0,0.977251
0,0.000089
0,0.002356
0,0.000576
0,0.014561
0,0.000130
0,0.021414
0,0.001406
0,0.000252
0,0.000002
0,0.008328
1,0.999493
0,0.190807
0,0.595436
0,0.000360
0,0.152139
0,0.025600
0,0.063773
0,0.000200
0,0.004612
0,0.495347
0,0.005462
0,0.853504
0,0.045201
0,0.000171
0,0.211904
0,0.032725
0,0.000100
0,0.004464
0,0.015497
0,0.000875
0,0.000062
0,0.000149
0,0.000096
0,0.022669
0,0.000300
0,0.196773
0,0.000038
0,0.003602
0,0.007184
0,0.001202
0,0.018048
0,0.000685
0,0.070309
0,0.000028
0,0.054650
0,0.000181
0,0.018165
0,0.003089
0,0.002250
0,0.015119
0,0.000502
0,0.072166
0,0.003949
0,0.016521
0,0.994150
0,0.013427
0,0.001307
0,0.005685
0,0.000063
0,0.000223
0,0.000013
0,0.002274
0,0.821314
0,0.010247
0,0.987408
0,0.157689
0,0.001119
0,0.000028
0,0.358818
0,0.038458
0,0.089811
0,0.002101
0,0.010476
0,0.000817
0,0.000070
0,0.000201
0,0.642590
0,0.013317
0,0.007929
0,0.870329
0,0.002219
0,0.000399
0,0.505958
0,0.000403
0,0.000216
0,0.001219
0,0.000469
0,0.046035
0,0.000236
0,0.003451
0,0.950275
0,0.065687
0,0.449397
0,0.000950
0,0.000003
0,0.000535
0,0.549039
0,0.003635
0,0.119496
0,0.004538
0,0.000258
0,0.204870
0,0.002114
0,0.553454
0,0.000562
0,0.002266
0,0.801322
0,0.710079
0,0.002540
0,0.028626
0,0.014085
0,0.060972
0,0.000634
0,0.515639
0,0.020743
0,0.165678
0,0.000538
0,0.136124
0,0.192707
0,0.001975
0,0.002858
0,0.000158
0,0.012186
0,0.102514
0,0.001778
0,0.000047
0,0.008747
0,0.000088
1,0.815506
0,0.000118
0,0.062794
0,0.000045
0,0.994620
0,0.000110
0,0.000002
0,0.021658
0,0.009986
0,0.745394
0,0.010496
0,0.997749
0,0.970945
0,0.003549
0,0.956521
0,0.000015
0,0.000001
0,0.055221
0,0.000034
0,0.046013
0,0.006824
0,0.897809
0,0.001586
0,0.000364
0,0.009771
0,0.000747
0,0.527504
0,0.005898
0,0.999614
0,0.042469
0,0.004164
0,0.020053
0,0.001792
0,0.003008
0,0.005368
0,0.043969
0,0.000578
0,0.307169
0,0.000083
0,0.830707
0,0.025538
0,0.000004
0,0.000007
0,0.002326
0,0.000080
0,0.005708
0,0.181094
0,0.004520
0,0.038965
0,0.000011
0,0.016961
0,0.000038
0,0.043812
0,0.078533
0,0.039578
0,0.006279
0,0.009107
0,0.001063
0,0.052624
0,0.003949
0,0.004088
0,0.043002
0,0.851501
0,0.442006
0,0.867276
0,0.000843
0,0.000038
0,0.610280
0,0.004328
1,0.999803
0,0.000653
0,0.000141
0,0.484211
0,0.677392
0,0.006637
0,0.001580
0,0.000004
0,0.001565
0,0.001613
0,0.000006
0,0.000061
0,0.000211
0,0.571642
0,0.000449
0,0.012184
0,0.000339
0,0.215453
0,0.015043
0,0.605446
1,0.683997
0,0.152137
0,0.018272
0,0.000001
0,0.007115
0,0.000826
0,0.992277
0,0.031314
0,0.482601
0,0.000235
0,0.000052
0,0.002425
0,0.000736
0,0.225931
0,0.000841
0,0.046539
0,0.017269
0,0.455838
0,0.140443
0,0.065525
0,0.000069
0,0.998934
0,0.148117
0,0.000001
0,0.030711
0,0.000183
0,0.000076
0,0.011729
0,0.000726
0,0.189660
0,0.010359
0,0.003275
0,0.040080
0,0.000003
0,0.012446
0,0.019357
0,0.000025
0,0.040877
0,0.007157
0,0.000343
0,0.140895
0,0.025594
0,0.000001
0,0.193275
0,0.005968
0,0.000885
0,0.002301
0,0.013063
0,0.039569
0,0.009342
0,0.002361
0,0.000049
0,0.002570
0,0.033619
0,0.000017
0,0.000376
0,0.012108
0,0.926492
0,0.000003
0,0.588794
0,0.129475
0,0.756262
0,0.019869
0,0.151798
0,0.910769
0,0.025235
0,0.013278
0,0.000150
0,0.000613
0,0.032860
0,0.001691
0,0.000001
0,0.202909
0,0.128693
0,0.231470
0,0.909115
0,0.043004
0,0.000004
0,0.798736
0,0.000001
0,0.728480
0,0.066235
0,0.184748
0,0.000647
0,0.000024
0,0.000001
0,0.897757
0,0.080977
0,0.669718
0,0.002721
0,0.000219
0,0.133859
0,0.001065
0,0.051749
0,0.018111
0,0.722592
0,0.072670
0,0.056947
0,0.972713
0,0.013075
0,0.000001
0,0.011189
0,0.007048
0,0.011409
0,0.009814
0,0.000021
0,0.013161
1,0.997039
0,0.000535
0,0.000058
0,0.000760
0,0.005694
0,0.000137
0,0.001127
0,0.000002
0,0.000007
0,0.001117
0,0.000047
0,0.582145
0,0.147613
0,0.872245
0,0.003027
0,0.116459
0,0.004192
0,0.000493
0,0.968916
0,0.076723
0,0.045713
0,0.114501
0,0.921610
0,0.977694
0,0.085916
0,0.024535
0,0.008149
0,0.000096
0,0.004865
0,0.000616
0,0.031430
0,0.018190
0,0.016755
0,0.000202
0,0.192348
0,0.002004
0,0.262884
0,0.301400
0,0.794496
0,0.000209
0,0.001013
0,0.058681
0,0.000004
0,0.028377
0,0.020577
0,0.013943
0,0.011967
0,0.027725
0,0.666404
0,0.232997
0,0.002267
0,0.055536
0,0.014079
0,0.017612
0,0.414870
0,0.198726
0,0.005021
0,0.000937
0,0.027902
0,0.005080
0,0.000032
0,0.000023
0,0.000001
0,0.000074
0,0.000192
0,0.001107
0,0.386112
0,0.000073
0,0.200650
0,0.381694
0,0.001692
0,0.576559
0,0.000299
0,0.001297
0,0.186655
0,0.000755
0,0.000402
0,0.000119
0,0.524165
0,0.059089
0,0.367743
0,0.164899
0,0.045416
0,0.448747
0,0.000263
0,0.000005
0,0.000024
0,0.080371
0,0.034716
0,0.083437
0,0.007704
0,0.000170
0,0.000072
0,0.006279
0,0.508100
0,0.000824
0,0.000327
0,0.000240
0,0.065909
0,0.002735
0,0.000164
0,0.000258
0,0.003624
0,0.000212
0,0.117894
0,0.087030
0,0.864003
0,0.000368
0,0.047169
0,0.001627
0,0.622657
0,0.613482
0,0.003632
0,0.371552
0,0.068755
0,0.560031
0,0.001524
0,0.026498
0,0.238073
0,0.129722
1,0.994540
0,0.000114
0,0.002298
0,0.000022
0,0.056767
0,0.079006
0,0.000020
0,0.800202
0,0.005269
0,0.547421
0,0.000175
0,0.100033
0,0.000147
0,0.014685
0,0.084033
0,0.000043
0,0.000128
0,0.244415
0,0.003218
0,0.010722
0,0.176365
0,0.001893
0,0.016090
0,0.077077
0,0.003020
0,0.007196
0,0.007341
0,0.003533
0,0.137783
0,0.253021
0,0.012938
0,0.006334
0,0.004472
0,0.024346
0,0.796500
0,0.024888
0,0.001420
0,0.311522
0,0.000062
0,0.001864
0,0.992840
0,0.044437
0,0.000162
0,0.124901
0,0.018541
0,0.090492
0,0.012087
0,0.009190
0,0.016325
0,0.277727
0,0.004109
0,0.002513
0,0.000089
0,0.815398
0,0.737979
0,0.015941
0,0.001028
0,0.005055
0,0.036626
0,0.969746
0,0.921546
0,0.232042
0,0.000091
0,0.090302
0,0.000076
0,0.000544
0,0.000118
0,0.023310
0,0.730370
0,0.000331
0,0.005772
0,0.023612
0,0.001361
0,0.057781
0,0.012297
0,0.011615
0,0.001223
0,0.873275
0,0.057677
0,0.000052
0,0.000826
0,0.000932
0,0.019412
0,0.010686
0,0.000401
0,0.000023
0,0.007156
0,0.000128
0,0.641432
0,0.886360
0,0.000001
0,0.000007
0,0.000002
0,0.000009
0,0.291406
0,0.100591
0,0.010054
0,0.006518
0,0.156608
0,0.228621
0,0.286978
0,0.000104
0,0.000114
0,0.000150
0,0.001423
0,0.007899
0,0.040066
0,0.040430
0,0.000076
0,0.000108
0,0.021928
0,0.973810
0,0.001145
0,0.000487
0,0.801301
0,0.006827
0,0.085013
0,0.016466
0,0.816020
0,0.005956
0,0.188528
0,0.007050
0,0.047677
0,0.000130
0,0.126566
0,0.017363
1,0.950154
0,0.029614
1,0.916308
0,0.626181
0,0.002219
0,0.000312
0,0.378588
0,0.308590
0,0.341776
0,0.000580
0,0.052196
0,0.014721
0,0.004467
0,0.567230
0,0.002771
0,0.019613
0,0.001545
0,0.851991
0,0.003946
0,0.022108
0,0.055670
0,0.093618
0,0.349429
0,0.019569
0,0.012589
0,0.205704
0,0.990780
0,0.097271
0,0.999370
0,0.001073
0,0.032206
0,0.000788
0,0.000268
0,0.149438
0,0.954696
0,0.945469
0,0.013811
0,0.009111
0,0.972055
0,0.114831
0,0.000273
0,0.000086
0,0.000918
0,0.000602
0,0.007438
0,0.000235
0,0.912002
0,0.031702
0,0.110429
0,0.176131
0,0.000534
0,0.002533
0,0.033661
0,0.000025
0,0.000072
0,0.549308
0,0.013835
0,0.043861
0,0.011975
0,0.019968
0,0.244260
0,0.003101
0,0.042194
0,0.008880
0,0.000099
0,0.000349
0,0.005215
0,0.573042
0,0.039308
0,0.000092
0,0.814847
0,0.489837
0,0.000437
0,0.000129
0,0.010388
0,0.027009
0,0.014122
0,0.120275
0,0.000011
0,0.018816
0,0.000005
0,0.000846
0,0.000320
0,0.000353
0,0.014380
0,0.001280
0,0.002894
0,0.747384
0,0.010411
0,0.004840
0,0.067509
0,0.012344
0,0.000053
0,0.001689
0,0.264564
0,0.050043
0,0.000109
0,0.029472
0,0.139236
0,0.012421
0,0.004957
0,0.001219
0,0.131147
0,0.000008
0,0.003729
0,0.100284
0,0.002100
0,0.012924
0,0.007221
0,0.036082
0,0.063953
0,0.004949
0,0.243194
0,0.925457
0,0.010798
0,0.353883
0,0.001471
0,0.003878
0,0.223710
0,0.022530
0,0.001206
1,0.717205
0,0.567858
0,0.001174
0,0.000907
0,0.017380
0,0.834677
0,0.000292
0,0.331040
0,0.000003
0,0.641625
0,0.952819
0,0.000983
0,0.000003
0,0.104688
0,0.116884
0,0.300562
0,0.815484
0,0.000236
0,0.000011
0,0.842754
0,0.000750
0,0.146903
0,0.000006
0,0.001179
0,0.015730
0,0.000049
0,0.000358
0,0.000032
0,0.903418
0,0.001441
0,0.044016
0,0.093699
0,0.003160
0,0.016558
0,0.000065
0,0.408597
0,0.649796
0,0.057879
0,0.236616
0,0.120013
0,0.026679
0,0.001849
0,0.015497
0,0.000720
0,0.024130
0,0.343605
0,0.000176
0,0.000986
0,0.000030
0,0.014634
0,0.000602
0,0.000001
0,0.022378
0,0.000069
0,0.000029
0,0.195160
0,0.060309
0,0.000001
0,0.073851
0,0.029597
0,0.064105
0,0.213955
0,0.073654
0,0.000002
0,0.015142
0,0.000062
0,0.000139
0,0.005947
0,0.117123
0,0.008026
0,0.063228
0,0.810710
0,0.086775
0,0.000414
0,0.992037
0,0.033906
0,0.000500
0,0.071452
0,0.000306
0,0.945429
0,0.552787
0,0.019186
0,0.965030
0,0.000076
0,0.030801
0,0.035257
0,0.761056
0,0.005919
0,0.077300
0,0.004124
0,0.000613
0,0.000556
0,0.000909
0,0.611001
0,0.035068
0,0.023672
0,0.101756
0,0.019562
0,0.000001
0,0.000414
0,0.001490
0,0.022613
0,0.602076
0,0.000403
0,0.002403
0,0.001902
0,0.943502
0,0.004587
0,0.003741
0,0.000212
0,0.243951
0,0.016672
0,0.360941
0,0.061784
0,0.186832
0,0.008405
0,0.028118
0,0.072935
0,0.042841
0,0.063433
0,0.044978
0,0.003709
0,0.000012
0,0.259956
0,0.865008
0,0.000600
0,0.001546
0,0.055209
0,0.006104
0,0.007652
0,0.108138
0,0.667427
0,0.018373
0,0.143497
0,0.999864
0,0.002519
0,0.294708
1,0.999977
0,0.911173
0,0.000367
0,0.000033
0,0.014026
0,0.001130
0,0.015499
0,0.734237
0,0.031932
0,0.000087
0,0.000083
0,0.261780
0,0.005930
0,0.020051
0,0.066393
0,0.000013
0,0.447984
0,0.664141
0,0.183465
0,0.129569
0,0.000012
0,0.496747
0,0.518939
0,0.006642
0,0.011887
0,0.005770
0,0.000174
0,0.005125
0,0.019149
0,0.000352
0,0.128287
0,0.020388
0,0.000066
0,0.089968
0,0.002865
0,0.021354
0,0.238911
0,0.015498
0,0.411583
0,0.000190
0,0.013215
0,0.000239
0,0.000816
0,0.000022
0,0.012702
0,0.001416
0,0.077029
0,0.018149
0,0.000002
0,0.310654
0,0.874268
0,0.009600
0,0.000409
0,0.000200
0,0.000001
0,0.419134
0,0.005489
0,0.011659
0,0.422018
0,0.165877
0,0.090883
0,0.037592
0,0.033079
0,0.023408
0,0.024133
0,0.066033
0,0.000899
0,0.003575
0,0.000045
0,0.984627
0,0.005494
0,0.131955
0,0.004002
0,0.009436
0,0.002452
0,0.985051
0,0.008759
0,0.014161
0,0.000051
0,0.002113
0,0.000450
0,0.000005
0,0.030537
0,0.010174
0,0.000003
0,0.064671
0,0.000022
0,0.042154
0,0.001216
0,0.699469
0,0.966265
0,0.000035
0,0.000013
0,0.801496
0,0.006482
0,0.999421
0,0.018005
0,0.001712
0,0.000072
0,0.073502
0,0.628955
0,0.107133
0,0.046461
0,0.000014
0,0.014612
0,0.007839
0,0.004557
0,0.000594
0,0.000022
0,0.908810
0,0.035302
0,0.229028
0,0.000129
0,0.000899
0,0.004860
0,0.039713
0,0.001096
0,0.010513
0,0.000367
0,0.124676
0,0.000649
0,0.001204
0,0.001508
0,0.004495
0,0.000947
0,0.001755
0,0.550220
0,0.000606
0,0.183894
0,0.000046
0,0.000255
0,0.645343
0,0.000727
0,0.026696
0,0.000096
0,0.000047
0,0.031395
0,0.928444
0,0.091119
0,0.000498
0,0.000010
0,0.511653
0,0.068050
0,0.057767
0,0.047788
0,0.000621
0,0.000885
0,0.004410
0,0.000420
0,0.005005
0,0.000001
0,0.000039
0,0.000251
0,0.000032
0,0.001699
0,0.082000
0,0.008343
0,0.362283
0,0.000785
0,0.000730
0,0.007061
0,0.002030
0,0.000022
0,0.002106
0,0.218366
0,0.031391
0,0.003610
0,0.000245
0,0.171870
0,0.320339
0,0.060837
0,0.240879
0,0.093274
0,0.012240
0,0.000001
0,0.012807
0,0.001587
0,0.000721
0,0.018217
0,0.000110
0,0.000968
0,0.000219
0,0.491496
0,0.008084
0,0.988764
0,0.076208
0,0.000235
0,0.043416
0,0.043777
0,0.002603
0,0.003201
1,0.500534
1,0.999480
0,0.027944
0,0.000019
0,0.131008
0,0.716763
0,0.000254
0,0.407793
0,0.000270
0,0.010278
0,0.000976
0,0.006749
0,0.003063
0,0.552348
0,0.000146
0,0.050093
0,0.352247
0,0.001335
0,0.001246
0,0.000455
0,0.009465
0,0.012049
0,0.000003
0,0.016060
